account_sender_name,country_sender,account_receiver_name,country_receiver,datetime_timestamp,amount
Laurent Alexandre,Spain,Nissan,Spain,1069000,3357743
Nissan,UK,Walmart,Japan,1070000,5068373
Activision Blizard,Japan,Renault,Germany,1071000,4648625
Activision Blizard,Spain,Walmart,Japan,1072000,5634454
Altaran,Germany,Activision Blizard,Germany,1073000,2555052
Chevron,France,Elon Musk,UK,1074000,8129974
John Coulberg,US,Renault,France,1075000,5719287
Activision Blizard,Japan,Nissan,UK,1076000,696667
Exxon Mobil,France,Renault,Japan,1077000,967604
Activision Blizard,UK,Altaran,US,1078000,8384272
Activision Blizard,Germany,Chevron,Spain,1079000,1076308
Laurent Alexandre,Germany,Renault,France,1080000,1484898
Laurent Alexandre,France,General Motos,Spain,1081000,915934
Renault,Japan,John Coulberg,France,1082000,7306350
General Motos,Japan,Exxon Mobil,Spain,1083000,8849331
John Coulberg,Germany,Chevron,Spain,1084000,1252261
ConocoPhillips,UK,Walmart,France,1085000,2586388
General Motos,Spain,Renault,UK,1086000,9603757
Renault,UK,McKesson,Germany,1087000,2154088
Walmart,Japan,ConocoPhillips,Spain,1088000,3760256
Laurent Alexandre,UK,Nissan,France,1089000,9525846
General Motos,US,Chevron,Spain,1090000,3019223
Chevron,France,Chevron,UK,1091000,7386200
Tesla,US,McKesson,Germany,1092000,6959908
John Coulberg,France,John Coulberg,Spain,1093000,7992042
Walmart,UK,Chevron,France,1094000,2281919
ConocoPhillips,France,Activision Blizard,UK,1095000,1476513
Activision Blizard,UK,General Motos,Spain,1096000,7071445
Chevron,Spain,Nissan,US,1097000,8015831
Chevron,France,John Coulberg,Japan,1098000,2925838
Altaran,UK,John Coulberg,Spain,1099000,4418474
Elon Musk,Spain,McKesson,France,1100000,7042803
Renault,Japan,Renault,Japan,1101000,5756341
Chevron,UK,Exxon Mobil,Germany,1102000,739669
Walmart,France,Chevron,France,1103000,9907082
Activision Blizard,Germany,Laurent Alexandre,Spain,1104000,2386278
John Coulberg,Spain,Tesla,UK,1105000,1105072
Chevron,Germany,McKesson,Spain,1106000,8804649
Exxon Mobil,France,Nissan,Spain,1107000,4312003
John Coulberg,Spain,ConocoPhillips,UK,1108000,5813370
Activision Blizard,Germany,Renault,UK,1109000,4575316
General Motos,Japan,Altaran,UK,1110000,702444
ConocoPhillips,Germany,ConocoPhillips,Japan,1111000,16378
Activision Blizard,Japan,Exxon Mobil,Germany,1112000,2568217
ConocoPhillips,Japan,John Coulberg,Japan,1113000,5920734
Renault,Germany,McKesson,France,1114000,1976017
Renault,UK,Activision Blizard,Spain,1115000,2534772
Exxon Mobil,France,John Coulberg,France,1116000,9020879
Nissan,Germany,General Motos,UK,1117000,4957652
Chevron,Spain,Altaran,Spain,1118000,6580746
Activision Blizard,Spain,Altaran,Germany,1119000,8500770
Elon Musk,France,Elon Musk,UK,1120000,8779019
McKesson,Germany,Walmart,Spain,1121000,3587676
Tesla,Japan,Tesla,France,1122000,9739441
Altaran,France,McKesson,Spain,1123000,1221945
Elon Musk,France,Activision Blizard,France,1124000,6826471
Nissan,France,Altaran,Japan,1125000,2763142
ConocoPhillips,US,Renault,Japan,1126000,4258153
Chevron,Germany,Laurent Alexandre,France,1127000,712940
Exxon Mobil,Germany,Walmart,UK,1128000,5986858
John Coulberg,Japan,ConocoPhillips,France,1129000,3294953
Renault,US,Walmart,Japan,1130000,1332086
Renault,Spain,Walmart,US,1131000,6731701
Activision Blizard,UK,McKesson,UK,1132000,5142998
Exxon Mobil,Japan,Activision Blizard,Spain,1133000,9984074
Activision Blizard,Germany,Activision Blizard,France,1134000,7452927
Chevron,US,Walmart,Spain,1135000,5087120
Exxon Mobil,US,John Coulberg,US,1136000,9007605
Nissan,US,Elon Musk,US,1137000,3051887
Renault,Germany,Exxon Mobil,US,1138000,5272870
Nissan,Germany,General Motos,Spain,1139000,1557271
John Coulberg,France,John Coulberg,Spain,1140000,459480
Walmart,France,McKesson,Germany,1141000,3906962
Altaran,UK,Nissan,UK,1142000,8025826
Altaran,Spain,Elon Musk,UK,1143000,2551802
General Motos,Germany,Activision Blizard,France,1144000,1237306
ConocoPhillips,France,ConocoPhillips,UK,1145000,1182317
McKesson,Germany,Activision Blizard,US,1146000,3407065
John Coulberg,US,Laurent Alexandre,US,1147000,8395142
Activision Blizard,US,Altaran,France,1148000,2795930
Elon Musk,Germany,Chevron,Spain,1149000,2104328
Activision Blizard,France,General Motos,Germany,1150000,2722054
Laurent Alexandre,Spain,Elon Musk,US,1151000,5770180
ConocoPhillips,France,Renault,US,1152000,9748370
Walmart,Japan,Chevron,US,1153000,6151077
Renault,UK,Walmart,Japan,1154000,9314026
McKesson,US,Chevron,Japan,1155000,5526540
Renault,France,McKesson,Spain,1156000,9772770
Exxon Mobil,Spain,General Motos,Germany,1157000,8657599
Chevron,France,Tesla,UK,1158000,3374574
McKesson,Germany,John Coulberg,US,1159000,3403979
John Coulberg,Japan,Walmart,France,1160000,7397436
General Motos,Japan,Walmart,Japan,1161000,8711079
Tesla,France,Chevron,Germany,1162000,5528065
Laurent Alexandre,UK,Exxon Mobil,France,1163000,6399708
Renault,France,Tesla,Spain,1164000,7151858
Renault,Germany,ConocoPhillips,US,1165000,294789
Exxon Mobil,US,Nissan,France,1166000,2275574
Altaran,Spain,General Motos,France,1167000,6508584
John Coulberg,Japan,Elon Musk,Spain,1168000,6725838
General Motos,Spain,Elon Musk,Germany,1169000,1110912
ConocoPhillips,France,Exxon Mobil,Spain,1170000,1990351
John Coulberg,US,Renault,US,1171000,3083050
Elon Musk,Japan,Exxon Mobil,Germany,1172000,8369658
General Motos,France,McKesson,Japan,1173000,7379103
ConocoPhillips,Germany,Walmart,Japan,1174000,7856769
John Coulberg,France,ConocoPhillips,UK,1175000,638003
McKesson,Spain,Nissan,France,1176000,3394719
Walmart,Spain,John Coulberg,France,1177000,4975112
Nissan,US,Renault,France,1178000,1814186
General Motos,Spain,McKesson,Spain,1179000,1308531
John Coulberg,Spain,Altaran,France,1180000,6237963
Elon Musk,Germany,John Coulberg,France,1181000,9649759
Laurent Alexandre,Germany,Activision Blizard,UK,1182000,7710725
ConocoPhillips,Germany,Altaran,Japan,1183000,8983450
Exxon Mobil,UK,Nissan,Germany,1184000,2955602
General Motos,Germany,Renault,US,1185000,4242781
General Motos,US,John Coulberg,Germany,1186000,8874078
General Motos,US,McKesson,US,1187000,9416895
Altaran,Japan,Altaran,Spain,1188000,8694197
McKesson,Germany,Altaran,Germany,1189000,274322
Exxon Mobil,Japan,Nissan,Japan,1190000,5858689
Exxon Mobil,US,Tesla,Spain,1191000,1986601
Nissan,Spain,Laurent Alexandre,Japan,1192000,9127812
ConocoPhillips,US,Tesla,Spain,1193000,6284137
McKesson,US,Laurent Alexandre,Japan,1194000,7728029
McKesson,France,Laurent Alexandre,Spain,1195000,5302411
Nissan,France,John Coulberg,Germany,1196000,6863456
Renault,Germany,Renault,Japan,1197000,1808136
Laurent Alexandre,Spain,Exxon Mobil,UK,1198000,1302359
Nissan,France,Walmart,US,1199000,4695363
Exxon Mobil,US,Altaran,Japan,1200000,1820124
Tesla,Spain,Altaran,Japan,1201000,6632324
Laurent Alexandre,Spain,John Coulberg,France,1202000,2301747
Renault,Germany,Renault,Spain,1203000,4144352
ConocoPhillips,UK,Laurent Alexandre,US,1204000,2768383
Activision Blizard,Germany,Exxon Mobil,Germany,1205000,6406571
John Coulberg,US,John Coulberg,UK,1206000,150970
Chevron,Spain,John Coulberg,US,1207000,7674104
McKesson,Germany,Renault,Japan,1208000,9468393
Renault,Japan,Activision Blizard,US,1209000,2745677
Activision Blizard,US,Chevron,France,1210000,5505386
Activision Blizard,UK,John Coulberg,Germany,1211000,6411147
Laurent Alexandre,France,McKesson,US,1212000,3620730
ConocoPhillips,France,Chevron,UK,1213000,5155412
John Coulberg,Germany,Nissan,France,1214000,385724
Activision Blizard,UK,Renault,Japan,1215000,3120725
Tesla,Spain,McKesson,France,1216000,727350
Tesla,Japan,Nissan,Spain,1217000,7261829
Exxon Mobil,Spain,Nissan,US,1218000,3123466
General Motos,US,John Coulberg,Japan,1219000,6752818
Renault,UK,Walmart,Germany,1220000,3225614
Tesla,Spain,Activision Blizard,US,1221000,1000539
John Coulberg,France,Renault,Germany,1222000,8390048
Altaran,France,Nissan,US,1223000,4212323
John Coulberg,Japan,Chevron,UK,1224000,4815597
General Motos,Japan,Walmart,US,1225000,8934934
Chevron,UK,Renault,Germany,1226000,5238933
Elon Musk,France,John Coulberg,US,1227000,5522545
Tesla,France,John Coulberg,France,1228000,5411836
John Coulberg,Japan,Exxon Mobil,Spain,1229000,1412279
Elon Musk,Spain,Elon Musk,France,1230000,1791254
Nissan,US,Renault,UK,1231000,7434536
Laurent Alexandre,Spain,Elon Musk,US,1232000,8740361
Tesla,UK,Renault,France,1233000,9643125
Nissan,France,McKesson,France,1234000,2371082
Walmart,Japan,General Motos,Japan,1235000,3108776
Exxon Mobil,France,John Coulberg,UK,1236000,6446127
Laurent Alexandre,Japan,Walmart,Japan,1237000,6738022
Laurent Alexandre,France,General Motos,US,1238000,3354621
Activision Blizard,France,Renault,Germany,1239000,5247931
Renault,Japan,Renault,US,1240000,6843113
Activision Blizard,France,Altaran,Germany,1241000,2613797
General Motos,France,Nissan,US,1242000,413276
Walmart,France,McKesson,Germany,1243000,2432472
Laurent Alexandre,Germany,Tesla,Japan,1244000,4727227
Elon Musk,Spain,Activision Blizard,Spain,1245000,5904780
Nissan,Spain,Altaran,Germany,1246000,6158456
Laurent Alexandre,France,Laurent Alexandre,UK,1247000,8228981
Renault,US,Chevron,France,1248000,1113810
Nissan,Spain,Elon Musk,US,1249000,229109
Chevron,Germany,Renault,Japan,1250000,8243010
Chevron,France,Laurent Alexandre,US,1251000,2508468
Activision Blizard,Japan,Elon Musk,US,1252000,9835098
Chevron,Japan,Nissan,Spain,1253000,8887827
Laurent Alexandre,France,Exxon Mobil,Germany,1254000,7131534
General Motos,Japan,Laurent Alexandre,Japan,1255000,6919847
ConocoPhillips,Japan,Walmart,UK,1256000,8123225
Renault,Japan,Tesla,Germany,1257000,722627
John Coulberg,Germany,Chevron,Germany,1258000,2002211
Elon Musk,Japan,John Coulberg,France,1259000,4973811
Altaran,US,John Coulberg,Spain,1260000,3610327
Chevron,Japan,Activision Blizard,UK,1261000,4204020
Renault,UK,ConocoPhillips,France,1262000,1554329
Renault,Germany,John Coulberg,Germany,1263000,8250337
Tesla,US,Exxon Mobil,Spain,1264000,4202057
Tesla,Germany,Renault,US,1265000,8612456
Chevron,Germany,Chevron,France,1266000,9097713
Laurent Alexandre,US,General Motos,France,1267000,2766646
Altaran,Germany,Altaran,Spain,1268000,4757823
McKesson,Spain,Activision Blizard,Japan,1269000,3057768
Nissan,France,Chevron,UK,1270000,2918503
Altaran,US,McKesson,Germany,1271000,3060875
Chevron,US,Altaran,UK,1272000,7845458
Exxon Mobil,US,Tesla,UK,1273000,4703673
John Coulberg,France,Laurent Alexandre,Japan,1274000,4541905
John Coulberg,Germany,General Motos,US,1275000,5362657
Renault,France,McKesson,Japan,1276000,3092528
Exxon Mobil,UK,Activision Blizard,US,1277000,1757941
ConocoPhillips,Germany,Altaran,Germany,1278000,9421159
Altaran,UK,ConocoPhillips,France,1279000,2716600
Altaran,France,Exxon Mobil,UK,1280000,1674282
Chevron,Japan,ConocoPhillips,US,1281000,2051761
McKesson,UK,Chevron,France,1282000,1458573
John Coulberg,France,Elon Musk,Germany,1283000,3475543
Nissan,Germany,Activision Blizard,US,1284000,413469
Nissan,Spain,Tesla,France,1285000,1780777
John Coulberg,UK,Activision Blizard,Germany,1286000,1042949
Renault,Spain,Exxon Mobil,UK,1287000,6825362
McKesson,UK,Nissan,Germany,1288000,5715346
Exxon Mobil,Germany,Chevron,Spain,1289000,2104592
McKesson,UK,John Coulberg,Spain,1290000,930862
McKesson,Germany,Altaran,US,1291000,6368020
Nissan,France,ConocoPhillips,Spain,1292000,2076285
Chevron,Japan,Chevron,Japan,1293000,4807960
ConocoPhillips,Spain,Laurent Alexandre,Japan,1294000,9723584
Activision Blizard,UK,Altaran,Germany,1295000,1505285
Laurent Alexandre,Japan,Nissan,UK,1296000,818524
John Coulberg,France,Elon Musk,US,1297000,6043429
ConocoPhillips,Japan,McKesson,US,1298000,3717529
John Coulberg,US,Nissan,Japan,1299000,1418382
Laurent Alexandre,Germany,Walmart,France,1300000,2658629
ConocoPhillips,Japan,Activision Blizard,France,1301000,7582937
Walmart,Germany,Nissan,Germany,1302000,9563459
John Coulberg,Japan,Activision Blizard,France,1303000,3104588
Chevron,Germany,Exxon Mobil,Germany,1304000,6595191
Elon Musk,Spain,Exxon Mobil,Germany,1305000,3451057
McKesson,US,General Motos,Japan,1306000,3461554
Elon Musk,Japan,Exxon Mobil,US,1307000,7176043
Activision Blizard,UK,Renault,Germany,1308000,9389433
Chevron,France,Walmart,France,1309000,39895
Walmart,US,Exxon Mobil,UK,1310000,1238556
Altaran,Spain,General Motos,Germany,1311000,3498106
ConocoPhillips,Germany,Renault,France,1312000,7199919
Altaran,UK,Tesla,France,1313000,5702631
Renault,Japan,Chevron,UK,1314000,1777914
Walmart,Spain,ConocoPhillips,Japan,1315000,1145809
General Motos,Japan,Activision Blizard,UK,1316000,4287316
McKesson,Germany,Nissan,Germany,1317000,2231541
Tesla,US,Walmart,US,1318000,5250567
Activision Blizard,France,Exxon Mobil,Germany,1319000,7094457
Activision Blizard,UK,Altaran,US,1320000,7482981
Tesla,Japan,McKesson,US,1321000,7601561
Laurent Alexandre,Spain,Tesla,France,1322000,5729185
Chevron,Spain,Tesla,Spain,1323000,8438090
Renault,UK,Altaran,France,1324000,4822615
Activision Blizard,US,Laurent Alexandre,France,1325000,4797946
Altaran,Spain,Elon Musk,UK,1326000,1282519
Exxon Mobil,Japan,Altaran,France,1327000,3001959
Walmart,Germany,Laurent Alexandre,Spain,1328000,2251398
Elon Musk,Japan,Activision Blizard,US,1329000,3205207
General Motos,US,Tesla,France,1330000,801881
McKesson,Japan,John Coulberg,Germany,1331000,9045395
Elon Musk,Spain,Exxon Mobil,UK,1332000,9035998
John Coulberg,France,Activision Blizard,France,1333000,8932788
General Motos,US,Altaran,Germany,1334000,6907875
Renault,UK,Exxon Mobil,Spain,1335000,5519669
Tesla,Spain,Chevron,Germany,1336000,7267273
McKesson,US,John Coulberg,France,1337000,6824830
Altaran,France,Exxon Mobil,Spain,1338000,3344939
Walmart,Spain,Tesla,Spain,1339000,7952795
Activision Blizard,UK,Tesla,US,1340000,5889844
Chevron,UK,Activision Blizard,UK,1341000,3175594
Elon Musk,France,McKesson,US,1342000,2907721
Elon Musk,France,Altaran,Japan,1343000,835075
Activision Blizard,Japan,ConocoPhillips,France,1344000,2695614
Tesla,UK,McKesson,UK,1345000,8158389
Elon Musk,UK,Exxon Mobil,Germany,1346000,7613718
McKesson,US,Tesla,UK,1347000,5907524
Elon Musk,France,Tesla,UK,1348000,2065294
General Motos,France,Laurent Alexandre,Spain,1349000,6775783
Altaran,Spain,Walmart,UK,1350000,6341118
General Motos,France,Activision Blizard,US,1351000,8697476
Walmart,France,General Motos,Spain,1352000,9768555
Renault,Germany,ConocoPhillips,Japan,1353000,6331049
Renault,UK,Laurent Alexandre,Spain,1354000,5877220
John Coulberg,Germany,John Coulberg,UK,1355000,3819588
Renault,France,Chevron,UK,1356000,2406672
Renault,UK,General Motos,Spain,1357000,2033566
Elon Musk,Spain,Altaran,Germany,1358000,3834825
Renault,Germany,John Coulberg,Spain,1359000,4125120
McKesson,US,John Coulberg,Spain,1360000,3434762
Laurent Alexandre,Germany,McKesson,Spain,1361000,4975665
General Motos,Japan,General Motos,France,1362000,9686151
McKesson,Japan,ConocoPhillips,Germany,1363000,1065534
Activision Blizard,France,Nissan,Spain,1364000,1508245
Altaran,Spain,ConocoPhillips,France,1365000,9576875
John Coulberg,Spain,John Coulberg,France,1366000,6715905
Activision Blizard,Germany,Elon Musk,France,1367000,124502
Nissan,Japan,McKesson,US,1368000,9945495
Exxon Mobil,UK,Laurent Alexandre,Spain,1369000,8173814
Activision Blizard,France,Altaran,Japan,1370000,8772025
Laurent Alexandre,Germany,Altaran,Japan,1371000,3276364
Renault,UK,Chevron,Spain,1372000,142293
Tesla,Germany,Chevron,Germany,1373000,9850177
ConocoPhillips,Spain,Renault,UK,1374000,8953828
General Motos,Spain,McKesson,Spain,1375000,1189732
Exxon Mobil,UK,Elon Musk,UK,1376000,9800205
General Motos,UK,Chevron,UK,1377000,9415282
General Motos,UK,Tesla,Spain,1378000,565378
Elon Musk,UK,McKesson,UK,1379000,6711769
Elon Musk,Spain,Renault,US,1380000,670394
Renault,Japan,Elon Musk,Germany,1381000,6990411
Tesla,Japan,Nissan,Spain,1382000,3866564
General Motos,Germany,Activision Blizard,Japan,1383000,3105770
Laurent Alexandre,Germany,Elon Musk,UK,1384000,5734937
Renault,Spain,Exxon Mobil,Spain,1385000,6210022
General Motos,US,ConocoPhillips,Germany,1386000,726347
Exxon Mobil,Japan,Elon Musk,Japan,1387000,9409325
Laurent Alexandre,Japan,Laurent Alexandre,UK,1388000,2759963
McKesson,France,Laurent Alexandre,Japan,1389000,6889622
Elon Musk,UK,Nissan,UK,1390000,6695575
General Motos,Germany,McKesson,Japan,1391000,9922173
Renault,US,Renault,UK,1392000,5147164
Activision Blizard,UK,Walmart,Spain,1393000,4033099
Elon Musk,US,Renault,UK,1394000,2016124
Tesla,Germany,Walmart,US,1395000,8736103
Elon Musk,France,Activision Blizard,Japan,1396000,5919951
ConocoPhillips,UK,Nissan,France,1397000,3759769
Activision Blizard,US,John Coulberg,Spain,1398000,6812121
Renault,Spain,Tesla,Germany,1399000,3889377
Elon Musk,France,McKesson,UK,1400000,3777361
Chevron,US,Elon Musk,France,1401000,1090425
McKesson,France,Activision Blizard,UK,1402000,7567471
ConocoPhillips,France,McKesson,Germany,1403000,7711152
General Motos,Spain,Walmart,Japan,1404000,3911111
John Coulberg,France,McKesson,US,1405000,7672180
Chevron,Germany,McKesson,US,1406000,9654638
John Coulberg,Japan,Activision Blizard,UK,1407000,4463554
Walmart,US,John Coulberg,Japan,1408000,6295243
Activision Blizard,Spain,Tesla,France,1409000,617361
Laurent Alexandre,France,Tesla,US,1410000,1401245
Exxon Mobil,Japan,Altaran,UK,1411000,6457369
Altaran,US,McKesson,Spain,1412000,3795051
Tesla,Germany,Activision Blizard,US,1413000,3027482
Exxon Mobil,Germany,John Coulberg,UK,1414000,5056126
McKesson,France,General Motos,Japan,1415000,8747434
Altaran,Germany,ConocoPhillips,Spain,1416000,85673
Altaran,France,Renault,UK,1417000,7876749
John Coulberg,Japan,ConocoPhillips,Germany,1418000,1725311
John Coulberg,France,Elon Musk,Japan,1419000,2888120
Activision Blizard,UK,Altaran,US,1420000,1559954
John Coulberg,Japan,General Motos,France,1421000,2475233
Elon Musk,US,Altaran,UK,1422000,1678415
General Motos,UK,Chevron,UK,1423000,203874
Renault,Japan,Elon Musk,US,1424000,3667227
General Motos,Germany,Renault,Germany,1425000,1313833
ConocoPhillips,Spain,Activision Blizard,US,1426000,5799787
Walmart,US,McKesson,US,1427000,3912306
Chevron,US,Chevron,Germany,1428000,367498
Activision Blizard,Spain,John Coulberg,France,1429000,3941587
Elon Musk,France,John Coulberg,Germany,1430000,9977902
ConocoPhillips,France,Renault,Spain,1431000,2379478
Tesla,Japan,Altaran,US,1432000,6715989
Activision Blizard,France,Activision Blizard,Japan,1433000,5304198
Chevron,Japan,Activision Blizard,Japan,1434000,826831
Chevron,US,Walmart,France,1435000,2323458
Altaran,UK,Laurent Alexandre,Spain,1436000,1431787
Renault,US,Activision Blizard,UK,1437000,9012860
Elon Musk,Japan,Nissan,US,1438000,1667264
Nissan,France,McKesson,Japan,1439000,80706
Nissan,UK,Nissan,Germany,1440000,7897022
Activision Blizard,France,Renault,US,1441000,5476303
Exxon Mobil,UK,Elon Musk,France,1442000,1052775
Tesla,US,John Coulberg,Japan,1443000,4589822
ConocoPhillips,Japan,Renault,Japan,1444000,7750706
Altaran,Spain,Nissan,Germany,1445000,3082114
ConocoPhillips,UK,Exxon Mobil,Germany,1446000,5687066
Laurent Alexandre,France,ConocoPhillips,US,1447000,9576009
Elon Musk,Japan,Nissan,Spain,1448000,3573407
Renault,Spain,Elon Musk,UK,1449000,839463
ConocoPhillips,Germany,Walmart,Spain,1450000,6097639
Nissan,Japan,Altaran,UK,1451000,4431714
Nissan,Japan,John Coulberg,France,1452000,2562870
Activision Blizard,Japan,Walmart,UK,1453000,8691775
Nissan,UK,Altaran,Japan,1454000,6741988
Renault,Spain,Walmart,France,1455000,947050
Exxon Mobil,Japan,Activision Blizard,Japan,1456000,3298790
Walmart,Germany,ConocoPhillips,Germany,1457000,5702543
Activision Blizard,UK,Tesla,US,1458000,9704007
ConocoPhillips,Germany,Altaran,Spain,1459000,9400292
Walmart,France,General Motos,Germany,1460000,3300426
Laurent Alexandre,Japan,Exxon Mobil,UK,1461000,8574878
Nissan,France,Chevron,Spain,1462000,5078805
Nissan,Spain,Exxon Mobil,France,1463000,6420246
Tesla,France,Elon Musk,France,1464000,8572330
Laurent Alexandre,US,General Motos,Germany,1465000,7682871
Nissan,Germany,McKesson,Germany,1466000,3341674
Tesla,France,Tesla,US,1467000,9450511
Walmart,US,John Coulberg,US,1468000,6457959
Laurent Alexandre,Spain,Laurent Alexandre,Spain,1469000,3271143
Exxon Mobil,Japan,Tesla,Japan,1470000,333937
Nissan,Spain,Walmart,Germany,1471000,3957570
ConocoPhillips,France,Walmart,Germany,1472000,7703861
Altaran,France,General Motos,Spain,1473000,7554215
Laurent Alexandre,France,Exxon Mobil,UK,1474000,1622557
ConocoPhillips,France,Activision Blizard,France,1475000,4911426
Activision Blizard,US,Altaran,Spain,1476000,913428
Walmart,UK,Tesla,US,1477000,5939838
Tesla,UK,Elon Musk,France,1478000,7803592
Activision Blizard,Germany,Tesla,Japan,1479000,6776289
Chevron,Spain,Laurent Alexandre,US,1480000,2844644
Exxon Mobil,France,Activision Blizard,Germany,1481000,3612204
Activision Blizard,UK,John Coulberg,Spain,1482000,6152711
Renault,Spain,Laurent Alexandre,Germany,1483000,1924079
Exxon Mobil,Japan,Exxon Mobil,Germany,1484000,9007648
ConocoPhillips,Germany,McKesson,Japan,1485000,1268452
General Motos,UK,General Motos,France,1486000,8260140
McKesson,US,Altaran,US,1487000,4367795
Nissan,France,Renault,Spain,1488000,6385320
Laurent Alexandre,UK,Elon Musk,Japan,1489000,2829226
Renault,France,Elon Musk,France,1490000,4504921
Tesla,Japan,General Motos,Germany,1491000,2365034
Laurent Alexandre,UK,Elon Musk,Germany,1492000,7087854
Walmart,US,Activision Blizard,US,1493000,1420680
Laurent Alexandre,UK,Elon Musk,UK,1494000,9084150
Walmart,US,McKesson,US,1495000,5328291
McKesson,France,Chevron,UK,1496000,6812839
John Coulberg,US,Elon Musk,Germany,1497000,7455406
ConocoPhillips,US,General Motos,France,1498000,8583153
General Motos,Germany,Chevron,Japan,1499000,9422435
Renault,US,Laurent Alexandre,Japan,1500000,3335896
Walmart,US,McKesson,UK,1501000,5773380
ConocoPhillips,UK,Nissan,US,1502000,2535668
Exxon Mobil,UK,McKesson,Japan,1503000,2327773
Nissan,Japan,Laurent Alexandre,Spain,1504000,6100137
John Coulberg,Japan,General Motos,France,1505000,6188931
Laurent Alexandre,UK,Exxon Mobil,Japan,1506000,9138494
Elon Musk,US,ConocoPhillips,US,1507000,9948752
McKesson,US,Laurent Alexandre,Japan,1508000,7562724
General Motos,Japan,Tesla,Japan,1509000,7582341
General Motos,France,ConocoPhillips,Spain,1510000,9437053
Tesla,Spain,John Coulberg,Spain,1511000,9605356
Elon Musk,US,McKesson,UK,1512000,1938212
Laurent Alexandre,UK,Laurent Alexandre,US,1513000,3462384
Chevron,US,Laurent Alexandre,Germany,1514000,655748
McKesson,US,General Motos,France,1515000,7356970
Laurent Alexandre,Spain,Nissan,Japan,1516000,1293736
Chevron,Japan,Exxon Mobil,UK,1517000,202997
McKesson,UK,Nissan,France,1518000,2537215
Exxon Mobil,UK,ConocoPhillips,UK,1519000,7859829
Exxon Mobil,US,Chevron,Japan,1520000,4848731
Tesla,Japan,Nissan,UK,1521000,2779158
Exxon Mobil,US,Altaran,UK,1522000,9275165
Exxon Mobil,US,Elon Musk,France,1523000,1231264
McKesson,Germany,General Motos,Germany,1524000,6097523
Chevron,US,Exxon Mobil,US,1525000,9907480
ConocoPhillips,UK,Walmart,Germany,1526000,7499719
Elon Musk,Germany,Renault,Germany,1527000,5509470
John Coulberg,Spain,Tesla,UK,1528000,7542244
Activision Blizard,France,Laurent Alexandre,Spain,1529000,6371752
Tesla,France,Altaran,France,1530000,5606672
ConocoPhillips,Japan,McKesson,Spain,1531000,4532167
Renault,Spain,General Motos,US,1532000,1598027
John Coulberg,Japan,Altaran,Spain,1533000,6631348
Chevron,Germany,Altaran,France,1534000,4123968
Chevron,France,Nissan,Japan,1535000,223984
Exxon Mobil,UK,Renault,UK,1536000,6733937
Chevron,Spain,Laurent Alexandre,Germany,1537000,3200874
ConocoPhillips,Japan,General Motos,France,1538000,9305371
Laurent Alexandre,Spain,Nissan,Spain,1539000,4307961
Walmart,US,Tesla,UK,1540000,8205260
General Motos,Spain,Elon Musk,Spain,1541000,8574007
Activision Blizard,Germany,Elon Musk,Japan,1542000,9233020
Chevron,Spain,General Motos,France,1543000,4823673
General Motos,France,Elon Musk,Germany,1544000,6172105
Laurent Alexandre,US,Renault,US,1545000,7982631
Tesla,Spain,Exxon Mobil,Japan,1546000,2557501
John Coulberg,France,John Coulberg,France,1547000,8768915
ConocoPhillips,Spain,Altaran,US,1548000,3848311
General Motos,Germany,Laurent Alexandre,Germany,1549000,1466289
Chevron,UK,Exxon Mobil,Japan,1550000,9892112
General Motos,Japan,Elon Musk,Germany,1551000,691943
Activision Blizard,UK,Elon Musk,France,1552000,8413581
Altaran,US,Activision Blizard,UK,1553000,5554625
John Coulberg,Germany,Chevron,Germany,1554000,6912756
Exxon Mobil,UK,Elon Musk,UK,1555000,5574406
John Coulberg,Japan,Activision Blizard,Germany,1556000,4189801
John Coulberg,Germany,General Motos,US,1557000,3642565
John Coulberg,France,General Motos,Japan,1558000,6365500
Renault,Germany,ConocoPhillips,UK,1559000,9800538
Altaran,Spain,John Coulberg,Germany,1560000,448318
Nissan,Spain,Activision Blizard,Spain,1561000,9836724
Tesla,UK,Nissan,US,1562000,8578276
ConocoPhillips,UK,General Motos,France,1563000,9925113
Altaran,France,Exxon Mobil,UK,1564000,2039565
Altaran,UK,ConocoPhillips,Spain,1565000,6631289
McKesson,Germany,Activision Blizard,Japan,1566000,3821925
Nissan,Spain,ConocoPhillips,US,1567000,2053812
Renault,Germany,McKesson,Germany,1568000,7874209
ConocoPhillips,Spain,Tesla,US,1569000,4190045
General Motos,Spain,ConocoPhillips,Germany,1570000,4352125
Laurent Alexandre,Germany,Chevron,France,1571000,7621751
ConocoPhillips,France,ConocoPhillips,France,1572000,1170101
Renault,France,Tesla,Japan,1573000,2164512
General Motos,France,Exxon Mobil,Japan,1574000,6882756
Altaran,France,McKesson,US,1575000,3176327
Renault,UK,Renault,US,1576000,7995916
General Motos,Japan,General Motos,US,1577000,9595984
Tesla,UK,Activision Blizard,UK,1578000,4484801
Tesla,Japan,Nissan,UK,1579000,7057202
Exxon Mobil,US,McKesson,Spain,1580000,9763152
John Coulberg,UK,Chevron,UK,1581000,2811781
Nissan,France,Walmart,Germany,1582000,696310
Elon Musk,Spain,John Coulberg,Germany,1583000,8691609
General Motos,US,ConocoPhillips,US,1584000,7558668
McKesson,UK,General Motos,Spain,1585000,5069072
Tesla,UK,Nissan,UK,1586000,5869106
